reg_id,dm present,dm notupdated,dm absent,dm total,dm per,deld present,deld notupdated,deld absent,deld total,deld per,oop present,oop notupdated,oop absent,oop total,oop per,cg present,cg notupdated,cg absent,cg total,cg per,fds present,fds notupdated,fds absent,fds total,fds per
15550,28,10,4,42,87.5,12,14,16,42,42.86,11,10,24,45,31.43,16,11,17,44,48.48,33,8,6,47,84.62
15551,21,10,11,42,65.62,13,14,15,42,46.43,17,10,18,45,48.57,15,11,18,44,45.45,14,8,25,47,35.9
15552,30,10,2,42,93.75,21,14,7,42,75.0,30,10,5,45,85.71,27,11,6,44,81.82,17,8,22,47,43.59
15553,27,10,5,42,84.38,6,14,22,42,21.43,16,10,19,45,45.71,21,11,12,44,63.64,16,8,23,47,41.03
15554,27,10,5,42,84.38,25,14,3,42,89.29,21,10,14,45,60.0,26,11,7,44,78.79,5,8,34,47,12.82
15555,18,10,14,42,56.25,15,14,13,42,53.57,16,10,19,45,45.71,10,11,23,44,30.3,9,8,30,47,23.08
15556,12,10,20,42,37.5,11,14,17,42,39.29,15,10,20,45,42.86,29,11,4,44,87.88,5,8,34,47,12.82
15557,15,10,17,42,46.88,11,14,17,42,39.29,19,10,16,45,54.29,15,11,18,44,45.45,18,8,21,47,46.15
15558,16,10,16,42,50.0,6,14,22,42,21.43,18,10,17,45,51.43,30,11,3,44,90.91,24,8,15,47,61.54
15559,15,10,17,42,46.88,12,14,16,42,42.86,15,10,20,45,42.86,17,11,16,44,51.52,25,8,14,47,64.1
15560,12,10,20,42,37.5,17,14,11,42,60.71,18,10,17,45,51.43,19,11,14,44,57.58,7,8,32,47,17.95
15561,6,10,26,42,18.75,18,14,10,42,64.29,15,10,20,45,42.86,22,11,11,44,66.67,22,8,17,47,56.41
15562,15,10,17,42,46.88,25,14,3,42,89.29,9,10,26,45,25.71,16,11,17,44,48.48,36,8,3,47,92.31
15563,27,10,5,42,84.38,13,14,15,42,46.43,15,10,20,45,42.86,22,11,11,44,66.67,29,8,10,47,74.36
15564,20,10,12,42,62.5,17,14,11,42,60.71,16,10,19,45,45.71,28,11,5,44,84.85,8,8,31,47,20.51
15565,8,10,24,42,25.0,17,14,11,42,60.71,24,10,11,45,68.57,20,11,13,44,60.61,17,8,22,47,43.59
15566,14,10,18,42,43.75,5,14,23,42,17.86,17,10,18,45,48.57,28,11,5,44,84.85,37,8,2,47,94.87
15567,18,10,14,42,56.25,20,14,8,42,71.43,22,10,13,45,62.86,27,11,6,44,81.82,16,8,23,47,41.03
15568,30,10,2,42,93.75,10,14,18,42,35.71,27,10,8,45,77.14,25,11,8,44,75.76,29,8,10,47,74.36
15569,8,10,24,42,25.0,9,14,19,42,32.14,6,10,29,45,17.14,29,11,4,44,87.88,38,8,1,47,97.44
15570,28,10,4,42,87.5,5,14,23,42,17.86,17,10,18,45,48.57,11,11,22,44,33.33,34,8,5,47,87.18
15571,15,10,17,42,46.88,10,14,18,42,35.71,13,10,22,45,37.14,28,11,5,44,84.85,24,8,15,47,61.54
15572,22,10,10,42,68.75,5,14,23,42,17.86,17,10,18,45,48.57,31,11,2,44,93.94,32,8,7,47,82.05
15573,18,10,14,42,56.25,20,14,8,42,71.43,25,10,10,45,71.43,30,11,3,44,90.91,26,8,13,47,66.67
15574,9,10,23,42,28.12,7,14,21,42,25.0,27,10,8,45,77.14,29,11,4,44,87.88,22,8,17,47,56.41
15575,19,10,13,42,59.38,5,14,23,42,17.86,13,10,22,45,37.14,21,11,12,44,63.64,26,8,13,47,66.67
15576,24,10,8,42,75.0,23,14,5,42,82.14,33,10,2,45,94.29,19,11,14,44,57.58,38,8,1,47,97.44
15577,15,10,17,42,46.88,16,14,12,42,57.14,15,10,20,45,42.86,14,11,19,44,42.42,21,8,18,47,53.85
15578,15,10,17,42,46.88,22,14,6,42,78.57,16,10,19,45,45.71,6,11,27,44,18.18,22,8,17,47,56.41
15579,6,10,26,42,18.75,13,14,15,42,46.43,27,10,8,45,77.14,16,11,17,44,48.48,28,8,11,47,71.79
15580,9,10,23,42,28.12,17,14,11,42,60.71,12,10,23,45,34.29,19,11,14,44,57.58,5,8,34,47,12.82
15581,14,10,18,42,43.75,7,14,21,42,25.0,7,10,28,45,20.0,16,11,17,44,48.48,12,8,27,47,30.77
15582,8,10,24,42,25.0,12,14,16,42,42.86,8,10,27,45,22.86,13,11,20,44,39.39,30,8,9,47,76.92
15583,24,10,8,42,75.0,8,14,20,42,28.57,31,10,4,45,88.57,24,11,9,44,72.73,25,8,14,47,64.1
15584,17,10,15,42,53.12,16,14,12,42,57.14,7,10,28,45,20.0,13,11,20,44,39.39,21,8,18,47,53.85
15585,13,10,19,42,40.62,14,14,14,42,50.0,23,10,12,45,65.71,22,11,11,44,66.67,17,8,22,47,43.59
15586,8,10,24,42,25.0,17,14,11,42,60.71,8,10,27,45,22.86,7,11,26,44,21.21,33,8,6,47,84.62
15587,18,10,14,42,56.25,26,14,2,42,92.86,18,10,17,45,51.43,14,11,19,44,42.42,21,8,18,47,53.85
15588,11,10,21,42,34.38,16,14,12,42,57.14,11,10,24,45,31.43,23,11,10,44,69.7,23,8,16,47,58.97
15589,28,10,4,42,87.5,22,14,6,42,78.57,8,10,27,45,22.86,15,11,18,44,45.45,9,8,30,47,23.08
15590,5,10,27,42,15.62,20,14,8,42,71.43,29,10,6,45,82.86,30,11,3,44,90.91,16,8,23,47,41.03
15591,5,10,27,42,15.62,18,14,10,42,64.29,19,10,16,45,54.29,11,11,22,44,33.33,26,8,13,47,66.67
15592,20,10,12,42,62.5,23,14,5,42,82.14,12,10,23,45,34.29,10,11,23,44,30.3,27,8,12,47,69.23
15593,27,10,5,42,84.38,11,14,17,42,39.29,19,10,16,45,54.29,23,11,10,44,69.7,22,8,17,47,56.41
15594,16,10,16,42,50.0,5,14,23,42,17.86,23,10,12,45,65.71,16,11,17,44,48.48,13,8,26,47,33.33
15595,5,10,27,42,15.62,12,14,16,42,42.86,19,10,16,45,54.29,25,11,8,44,75.76,17,8,22,47,43.59
15596,14,10,18,42,43.75,5,14,23,42,17.86,8,10,27,45,22.86,21,11,12,44,63.64,13,8,26,47,33.33
15597,14,10,18,42,43.75,10,14,18,42,35.71,13,10,22,45,37.14,27,11,6,44,81.82,26,8,13,47,66.67
15598,22,10,10,42,68.75,21,14,7,42,75.0,30,10,5,45,85.71,29,11,4,44,87.88,22,8,17,47,56.41
15599,12,10,20,42,37.5,21,14,7,42,75.0,33,10,2,45,94.29,17,11,16,44,51.52,25,8,14,47,64.1
15600,11,10,21,42,34.38,16,14,12,42,57.14,8,10,27,45,22.86,18,11,15,44,54.55,17,8,22,47,43.59
15601,14,10,18,42,43.75,27,14,1,42,96.43,10,10,25,45,28.57,31,11,2,44,93.94,20,8,19,47,51.28
15602,16,10,16,42,50.0,15,14,13,42,53.57,30,10,5,45,85.71,8,11,25,44,24.24,18,8,21,47,46.15
15603,18,10,14,42,56.25,19,14,9,42,67.86,27,10,8,45,77.14,29,11,4,44,87.88,17,8,22,47,43.59
15604,6,10,26,42,18.75,7,14,21,42,25.0,10,10,25,45,28.57,22,11,11,44,66.67,20,8,19,47,51.28
15605,17,10,15,42,53.12,9,14,19,42,32.14,31,10,4,45,88.57,11,11,22,44,33.33,7,8,32,47,17.95
15606,31,10,1,42,96.88,26,14,2,42,92.86,21,10,14,45,60.0,16,11,17,44,48.48,25,8,14,47,64.1
15607,19,10,13,42,59.38,26,14,2,42,92.86,26,10,9,45,74.29,22,11,11,44,66.67,38,8,1,47,97.44
15608,7,10,25,42,21.88,12,14,16,42,42.86,7,10,28,45,20.0,27,11,6,44,81.82,32,8,7,47,82.05
15609,8,10,24,42,25.0,9,14,19,42,32.14,29,10,6,45,82.86,20,11,13,44,60.61,14,8,25,47,35.9
15610,28,10,4,42,87.5,21,14,7,42,75.0,19,10,16,45,54.29,12,11,21,44,36.36,8,8,31,47,20.51
15611,22,10,10,42,68.75,5,14,23,42,17.86,14,10,21,45,40.0,9,11,24,44,27.27,29,8,10,47,74.36
15612,20,10,12,42,62.5,20,14,8,42,71.43,15,10,20,45,42.86,19,11,14,44,57.58,24,8,15,47,61.54
15613,26,10,6,42,81.25,24,14,4,42,85.71,22,10,13,45,62.86,5,11,28,44,15.15,30,8,9,47,76.92
15614,23,10,9,42,71.88,27,14,1,42,96.43,19,10,16,45,54.29,18,11,15,44,54.55,28,8,11,47,71.79
15615,18,10,14,42,56.25,16,14,12,42,57.14,20,10,15,45,57.14,10,11,23,44,30.3,14,8,25,47,35.9
15616,8,10,24,42,25.0,11,14,17,42,39.29,7,10,28,45,20.0,16,11,17,44,48.48,17,8,22,47,43.59
15617,19,10,13,42,59.38,19,14,9,42,67.86,12,10,23,45,34.29,19,11,14,44,57.58,11,8,28,47,28.21
15618,26,10,6,42,81.25,13,14,15,42,46.43,19,10,16,45,54.29,19,11,14,44,57.58,25,8,14,47,64.1
15619,16,10,16,42,50.0,6,14,22,42,21.43,28,10,7,45,80.0,10,11,23,44,30.3,5,8,34,47,12.82
15620,19,10,13,42,59.38,18,14,10,42,64.29,28,10,7,45,80.0,8,11,25,44,24.24,19,8,20,47,48.72
15621,7,10,25,42,21.88,27,14,1,42,96.43,19,10,16,45,54.29,20,11,13,44,60.61,12,8,27,47,30.77
15622,25,10,7,42,78.12,12,14,16,42,42.86,8,10,27,45,22.86,19,11,14,44,57.58,33,8,6,47,84.62
15623,31,10,1,42,96.88,15,14,13,42,53.57,12,10,23,45,34.29,10,11,23,44,30.3,38,8,1,47,97.44
15624,16,10,16,42,50.0,21,14,7,42,75.0,6,10,29,45,17.14,10,11,23,44,30.3,34,8,5,47,87.18
15625,11,10,21,42,34.38,21,14,7,42,75.0,26,10,9,45,74.29,8,11,25,44,24.24,24,8,15,47,61.54
15626,8,10,24,42,25.0,17,14,11,42,60.71,34,10,1,45,97.14,13,11,20,44,39.39,15,8,24,47,38.46
15627,27,10,5,42,84.38,17,14,11,42,60.71,29,10,6,45,82.86,23,11,10,44,69.7,26,8,13,47,66.67
15628,16,10,16,42,50.0,19,14,9,42,67.86,27,10,8,45,77.14,15,11,18,44,45.45,38,8,1,47,97.44
15629,15,10,17,42,46.88,26,14,2,42,92.86,21,10,14,45,60.0,11,11,22,44,33.33,22,8,17,47,56.41
15630,5,10,27,42,15.62,6,14,22,42,21.43,31,10,4,45,88.57,24,11,9,44,72.73,5,8,34,47,12.82
15631,15,10,17,42,46.88,15,14,13,42,53.57,7,10,28,45,20.0,24,11,9,44,72.73,16,8,23,47,41.03
15632,20,10,12,42,62.5,19,14,9,42,67.86,12,10,23,45,34.29,26,11,7,44,78.79,9,8,30,47,23.08
15633,21,10,11,42,65.62,12,14,16,42,42.86,28,10,7,45,80.0,9,11,24,44,27.27,13,8,26,47,33.33
15634,18,10,14,42,56.25,17,14,11,42,60.71,5,10,30,45,14.29,32,11,1,44,96.97,26,8,13,47,66.67
15635,15,10,17,42,46.88,11,14,17,42,39.29,19,10,16,45,54.29,17,11,16,44,51.52,12,8,27,47,30.77
15636,8,10,24,42,25.0,13,14,15,42,46.43,13,10,22,45,37.14,12,11,21,44,36.36,19,8,20,47,48.72
15637,7,10,25,42,21.88,15,14,13,42,53.57,18,10,17,45,51.43,16,11,17,44,48.48,17,8,22,47,43.59
15638,28,10,4,42,87.5,24,14,4,42,85.71,28,10,7,45,80.0,21,11,12,44,63.64,14,8,25,47,35.9
15639,31,10,1,42,96.88,15,14,13,42,53.57,16,10,19,45,45.71,15,11,18,44,45.45,16,8,23,47,41.03
15640,10,10,22,42,31.25,20,14,8,42,71.43,16,10,19,45,45.71,21,11,12,44,63.64,29,8,10,47,74.36
15641,14,10,18,42,43.75,18,14,10,42,64.29,18,10,17,45,51.43,5,11,28,44,15.15,28,8,11,47,71.79
15642,17,10,15,42,53.12,26,14,2,42,92.86,31,10,4,45,88.57,16,11,17,44,48.48,14,8,25,47,35.9
15643,20,10,12,42,62.5,15,14,13,42,53.57,23,10,12,45,65.71,22,11,11,44,66.67,14,8,25,47,35.9
15644,22,10,10,42,68.75,18,14,10,42,64.29,16,10,19,45,45.71,18,11,15,44,54.55,31,8,8,47,79.49
15645,30,10,2,42,93.75,21,14,7,42,75.0,11,10,24,45,31.43,17,11,16,44,51.52,23,8,16,47,58.97
15646,18,10,14,42,56.25,10,14,18,42,35.71,29,10,6,45,82.86,15,11,18,44,45.45,19,8,20,47,48.72
15647,23,10,9,42,71.88,12,14,16,42,42.86,15,10,20,45,42.86,18,11,15,44,54.55,22,8,17,47,56.41
15648,22,10,10,42,68.75,17,14,11,42,60.71,6,10,29,45,17.14,8,11,25,44,24.24,29,8,10,47,74.36
15649,16,10,16,42,50.0,10,14,18,42,35.71,33,10,2,45,94.29,30,11,3,44,90.91,33,8,6,47,84.62
15650,9,10,23,42,28.12,11,14,17,42,39.29,34,10,1,45,97.14,25,11,8,44,75.76,37,8,2,47,94.87
15651,18,10,14,42,56.25,15,14,13,42,53.57,8,10,27,45,22.86,13,11,20,44,39.39,37,8,2,47,94.87
15652,29,10,3,42,90.62,26,14,2,42,92.86,29,10,6,45,82.86,20,11,13,44,60.61,5,8,34,47,12.82
15653,10,10,22,42,31.25,14,14,14,42,50.0,23,10,12,45,65.71,21,11,12,44,63.64,15,8,24,47,38.46
15654,17,10,15,42,53.12,20,14,8,42,71.43,20,10,15,45,57.14,9,11,24,44,27.27,22,8,17,47,56.41
15655,28,10,4,42,87.5,6,14,22,42,21.43,20,10,15,45,57.14,17,11,16,44,51.52,11,8,28,47,28.21
15656,27,10,5,42,84.38,20,14,8,42,71.43,25,10,10,45,71.43,22,11,11,44,66.67,37,8,2,47,94.87
15657,5,10,27,42,15.62,19,14,9,42,67.86,5,10,30,45,14.29,20,11,13,44,60.61,28,8,11,47,71.79
15658,5,10,27,42,15.62,12,14,16,42,42.86,21,10,14,45,60.0,19,11,14,44,57.58,16,8,23,47,41.03
15659,12,10,20,42,37.5,25,14,3,42,89.29,30,10,5,45,85.71,22,11,11,44,66.67,21,8,18,47,53.85
15660,30,10,2,42,93.75,26,14,2,42,92.86,30,10,5,45,85.71,5,11,28,44,15.15,7,8,32,47,17.95
15661,16,10,16,42,50.0,25,14,3,42,89.29,22,10,13,45,62.86,18,11,15,44,54.55,30,8,9,47,76.92
15662,22,10,10,42,68.75,8,14,20,42,28.57,14,10,21,45,40.0,21,11,12,44,63.64,20,8,19,47,51.28
15663,5,10,27,42,15.62,18,14,10,42,64.29,18,10,17,45,51.43,20,11,13,44,60.61,19,8,20,47,48.72
15664,31,10,1,42,96.88,8,14,20,42,28.57,19,10,16,45,54.29,18,11,15,44,54.55,11,8,28,47,28.21
15665,29,10,3,42,90.62,12,14,16,42,42.86,19,10,16,45,54.29,32,11,1,44,96.97,12,8,27,47,30.77
15666,5,10,27,42,15.62,20,14,8,42,71.43,17,10,18,45,48.57,26,11,7,44,78.79,24,8,15,47,61.54
15667,28,10,4,42,87.5,17,14,11,42,60.71,17,10,18,45,48.57,13,11,20,44,39.39,36,8,3,47,92.31
15668,16,10,16,42,50.0,14,14,14,42,50.0,19,10,16,45,54.29,19,11,14,44,57.58,32,8,7,47,82.05
15669,23,10,9,42,71.88,8,14,20,42,28.57,27,10,8,45,77.14,18,11,15,44,54.55,21,8,18,47,53.85
15670,7,10,25,42,21.88,23,14,5,42,82.14,16,10,19,45,45.71,7,11,26,44,21.21,28,8,11,47,71.79
15671,21,10,11,42,65.62,19,14,9,42,67.86,18,10,17,45,51.43,32,11,1,44,96.97,20,8,19,47,51.28
15672,21,10,11,42,65.62,22,14,6,42,78.57,22,10,13,45,62.86,28,11,5,44,84.85,23,8,16,47,58.97
15673,27,10,5,42,84.38,10,14,18,42,35.71,12,10,23,45,34.29,15,11,18,44,45.45,15,8,24,47,38.46
15674,16,10,16,42,50.0,18,14,10,42,64.29,31,10,4,45,88.57,18,11,15,44,54.55,35,8,4,47,89.74
15675,8,10,24,42,25.0,22,14,6,42,78.57,33,10,2,45,94.29,23,11,10,44,69.7,16,8,23,47,41.03
15676,15,10,17,42,46.88,11,14,17,42,39.29,18,10,17,45,51.43,19,11,14,44,57.58,7,8,32,47,17.95
15677,12,10,20,42,37.5,8,14,20,42,28.57,16,10,19,45,45.71,14,11,19,44,42.42,15,8,24,47,38.46
15678,6,10,26,42,18.75,11,14,17,42,39.29,16,10,19,45,45.71,6,11,27,44,18.18,20,8,19,47,51.28
15679,14,10,18,42,43.75,7,14,21,42,25.0,21,10,14,45,60.0,10,11,23,44,30.3,17,8,22,47,43.59
15680,24,10,8,42,75.0,16,14,12,42,57.14,20,10,15,45,57.14,18,11,15,44,54.55,19,8,20,47,48.72
15681,30,10,2,42,93.75,8,14,20,42,28.57,11,10,24,45,31.43,13,11,20,44,39.39,7,8,32,47,17.95
15682,30,10,2,42,93.75,15,14,13,42,53.57,18,10,17,45,51.43,19,11,14,44,57.58,28,8,11,47,71.79
15683,27,10,5,42,84.38,22,14,6,42,78.57,16,10,19,45,45.71,23,11,10,44,69.7,9,8,30,47,23.08
15684,5,10,27,42,15.62,23,14,5,42,82.14,26,10,9,45,74.29,17,11,16,44,51.52,24,8,15,47,61.54
15685,24,10,8,42,75.0,12,14,16,42,42.86,24,10,11,45,68.57,26,11,7,44,78.79,29,8,10,47,74.36
15686,16,10,16,42,50.0,17,14,11,42,60.71,17,10,18,45,48.57,21,11,12,44,63.64,19,8,20,47,48.72
15687,18,10,14,42,56.25,7,14,21,42,25.0,25,10,10,45,71.43,28,11,5,44,84.85,21,8,18,47,53.85
15688,16,10,16,42,50.0,15,14,13,42,53.57,8,10,27,45,22.86,7,11,26,44,21.21,11,8,28,47,28.21
15689,25,10,7,42,78.12,10,14,18,42,35.71,5,10,30,45,14.29,20,11,13,44,60.61,16,8,23,47,41.03
15690,13,10,19,42,40.62,23,14,5,42,82.14,5,10,30,45,14.29,30,11,3,44,90.91,25,8,14,47,64.1
15691,24,10,8,42,75.0,18,14,10,42,64.29,20,10,15,45,57.14,24,11,9,44,72.73,25,8,14,47,64.1
15692,29,10,3,42,90.62,17,14,11,42,60.71,24,10,11,45,68.57,17,11,16,44,51.52,28,8,11,47,71.79
15693,31,10,1,42,96.88,10,14,18,42,35.71,24,10,11,45,68.57,13,11,20,44,39.39,23,8,16,47,58.97
15694,24,10,8,42,75.0,20,14,8,42,71.43,17,10,18,45,48.57,18,11,15,44,54.55,36,8,3,47,92.31
15695,27,10,5,42,84.38,18,14,10,42,64.29,14,10,21,45,40.0,16,11,17,44,48.48,19,8,20,47,48.72
15696,21,10,11,42,65.62,13,14,15,42,46.43,20,10,15,45,57.14,28,11,5,44,84.85,11,8,28,47,28.21
15697,12,10,20,42,37.5,14,14,14,42,50.0,6,10,29,45,17.14,16,11,17,44,48.48,32,8,7,47,82.05
15698,21,10,11,42,65.62,26,14,2,42,92.86,18,10,17,45,51.43,23,11,10,44,69.7,15,8,24,47,38.46
15699,9,10,23,42,28.12,10,14,18,42,35.71,12,10,23,45,34.29,23,11,10,44,69.7,16,8,23,47,41.03
15700,20,10,12,42,62.5,16,14,12,42,57.14,10,10,25,45,28.57,29,11,4,44,87.88,25,8,14,47,64.1
15701,14,10,18,42,43.75,12,14,16,42,42.86,12,10,23,45,34.29,18,11,15,44,54.55,22,8,17,47,56.41
15702,14,10,18,42,43.75,19,14,9,42,67.86,31,10,4,45,88.57,11,11,22,44,33.33,30,8,9,47,76.92
15703,15,10,17,42,46.88,12,14,16,42,42.86,18,10,17,45,51.43,15,11,18,44,45.45,10,8,29,47,25.64
15704,7,10,25,42,21.88,22,14,6,42,78.57,9,10,26,45,25.71,17,11,16,44,51.52,24,8,15,47,61.54
15705,9,10,23,42,28.12,11,14,17,42,39.29,16,10,19,45,45.71,16,11,17,44,48.48,5,8,34,47,12.82
15706,13,10,19,42,40.62,11,14,17,42,39.29,34,10,1,45,97.14,30,11,3,44,90.91,19,8,20,47,48.72
15707,13,10,19,42,40.62,11,14,17,42,39.29,20,10,15,45,57.14,16,11,17,44,48.48,29,8,10,47,74.36
15708,22,10,10,42,68.75,15,14,13,42,53.57,14,10,21,45,40.0,20,11,13,44,60.61,19,8,20,47,48.72
15709,18,10,14,42,56.25,5,14,23,42,17.86,19,10,16,45,54.29,15,11,18,44,45.45,24,8,15,47,61.54
15710,30,10,2,42,93.75,27,14,1,42,96.43,23,10,12,45,65.71,26,11,7,44,78.79,17,8,22,47,43.59
15711,29,10,3,42,90.62,21,14,7,42,75.0,20,10,15,45,57.14,15,11,18,44,45.45,34,8,5,47,87.18
15712,13,10,19,42,40.62,9,14,19,42,32.14,16,10,19,45,45.71,16,11,17,44,48.48,35,8,4,47,89.74
15713,31,10,1,42,96.88,24,14,4,42,85.71,29,10,6,45,82.86,19,11,14,44,57.58,18,8,21,47,46.15
15714,11,10,21,42,34.38,13,14,15,42,46.43,17,10,18,45,48.57,29,11,4,44,87.88,24,8,15,47,61.54
15715,26,10,6,42,81.25,24,14,4,42,85.71,7,10,28,45,20.0,30,11,3,44,90.91,24,8,15,47,61.54
15716,5,10,27,42,15.62,10,14,18,42,35.71,20,10,15,45,57.14,24,11,9,44,72.73,15,8,24,47,38.46
15717,22,10,10,42,68.75,16,14,12,42,57.14,15,10,20,45,42.86,9,11,24,44,27.27,11,8,28,47,28.21
15718,13,10,19,42,40.62,24,14,4,42,85.71,16,10,19,45,45.71,20,11,13,44,60.61,19,8,20,47,48.72
15719,17,10,15,42,53.12,24,14,4,42,85.71,33,10,2,45,94.29,21,11,12,44,63.64,14,8,25,47,35.9
15720,24,10,8,42,75.0,12,14,16,42,42.86,22,10,13,45,62.86,7,11,26,44,21.21,34,8,5,47,87.18
15721,30,10,2,42,93.75,8,14,20,42,28.57,16,10,19,45,45.71,17,11,16,44,51.52,19,8,20,47,48.72
15722,15,10,17,42,46.88,17,14,11,42,60.71,19,10,16,45,54.29,20,11,13,44,60.61,17,8,22,47,43.59
15723,30,10,2,42,93.75,19,14,9,42,67.86,16,10,19,45,45.71,5,11,28,44,15.15,29,8,10,47,74.36
15724,18,10,14,42,56.25,7,14,21,42,25.0,7,10,28,45,20.0,19,11,14,44,57.58,6,8,33,47,15.38
15725,29,10,3,42,90.62,19,14,9,42,67.86,23,10,12,45,65.71,14,11,19,44,42.42,32,8,7,47,82.05
15726,9,10,23,42,28.12,15,14,13,42,53.57,22,10,13,45,62.86,30,11,3,44,90.91,24,8,15,47,61.54
15727,20,10,12,42,62.5,16,14,12,42,57.14,28,10,7,45,80.0,20,11,13,44,60.61,24,8,15,47,61.54
15728,22,10,10,42,68.75,17,14,11,42,60.71,7,10,28,45,20.0,17,11,16,44,51.52,6,8,33,47,15.38
15729,6,10,26,42,18.75,15,14,13,42,53.57,11,10,24,45,31.43,5,11,28,44,15.15,5,8,34,47,12.82
15730,12,10,20,42,37.5,11,14,17,42,39.29,21,10,14,45,60.0,28,11,5,44,84.85,15,8,24,47,38.46
15731,5,10,27,42,15.62,16,14,12,42,57.14,28,10,7,45,80.0,16,11,17,44,48.48,6,8,33,47,15.38
15732,11,10,21,42,34.38,8,14,20,42,28.57,19,10,16,45,54.29,31,11,2,44,93.94,28,8,11,47,71.79
15733,20,10,12,42,62.5,16,14,12,42,57.14,21,10,14,45,60.0,30,11,3,44,90.91,9,8,30,47,23.08
15734,16,10,16,42,50.0,17,14,11,42,60.71,23,10,12,45,65.71,6,11,27,44,18.18,34,8,5,47,87.18
15735,26,10,6,42,81.25,21,14,7,42,75.0,28,10,7,45,80.0,11,11,22,44,33.33,7,8,32,47,17.95
15736,19,10,13,42,59.38,15,14,13,42,53.57,16,10,19,45,45.71,17,11,16,44,51.52,19,8,20,47,48.72
15737,23,10,9,42,71.88,17,14,11,42,60.71,32,10,3,45,91.43,31,11,2,44,93.94,27,8,12,47,69.23
15738,7,10,25,42,21.88,13,14,15,42,46.43,30,10,5,45,85.71,26,11,7,44,78.79,21,8,18,47,53.85
15739,16,10,16,42,50.0,25,14,3,42,89.29,33,10,2,45,94.29,19,11,14,44,57.58,22,8,17,47,56.41
15740,19,10,13,42,59.38,25,14,3,42,89.29,16,10,19,45,45.71,20,11,13,44,60.61,18,8,21,47,46.15
15741,23,10,9,42,71.88,10,14,18,42,35.71,16,10,19,45,45.71,20,11,13,44,60.61,36,8,3,47,92.31
15742,9,10,23,42,28.12,11,14,17,42,39.29,32,10,3,45,91.43,16,11,17,44,48.48,16,8,23,47,41.03
15743,18,10,14,42,56.25,13,14,15,42,46.43,33,10,2,45,94.29,11,11,22,44,33.33,29,8,10,47,74.36
15744,16,10,16,42,50.0,13,14,15,42,46.43,17,10,18,45,48.57,29,11,4,44,87.88,8,8,31,47,20.51
15745,22,10,10,42,68.75,13,14,15,42,46.43,14,10,21,45,40.0,21,11,12,44,63.64,10,8,29,47,25.64
15746,11,10,21,42,34.38,8,14,20,42,28.57,29,10,6,45,82.86,12,11,21,44,36.36,38,8,1,47,97.44
15747,17,10,15,42,53.12,12,14,16,42,42.86,5,10,30,45,14.29,16,11,17,44,48.48,30,8,9,47,76.92
15748,21,10,11,42,65.62,6,14,22,42,21.43,23,10,12,45,65.71,25,11,8,44,75.76,18,8,21,47,46.15
15749,5,10,27,42,15.62,22,14,6,42,78.57,24,10,11,45,68.57,11,11,22,44,33.33,12,8,27,47,30.77
15750,28,10,4,42,87.5,6,14,22,42,21.43,30,10,5,45,85.71,20,11,13,44,60.61,12,8,27,47,30.77
15751,15,10,17,42,46.88,9,14,19,42,32.14,14,10,21,45,40.0,26,11,7,44,78.79,18,8,21,47,46.15
15752,28,10,4,42,87.5,23,14,5,42,82.14,21,10,14,45,60.0,19,11,14,44,57.58,28,8,11,47,71.79
15753,27,10,5,42,84.38,11,14,17,42,39.29,27,10,8,45,77.14,11,11,22,44,33.33,13,8,26,47,33.33
15754,7,10,25,42,21.88,23,14,5,42,82.14,29,10,6,45,82.86,25,11,8,44,75.76,21,8,18,47,53.85
15755,10,10,22,42,31.25,24,14,4,42,85.71,15,10,20,45,42.86,9,11,24,44,27.27,21,8,18,47,53.85
15756,27,10,5,42,84.38,21,14,7,42,75.0,20,10,15,45,57.14,17,11,16,44,51.52,24,8,15,47,61.54
15757,20,10,12,42,62.5,17,14,11,42,60.71,7,10,28,45,20.0,27,11,6,44,81.82,17,8,22,47,43.59
15758,31,10,1,42,96.88,24,14,4,42,85.71,22,10,13,45,62.86,24,11,9,44,72.73,27,8,12,47,69.23
15759,30,10,2,42,93.75,12,14,16,42,42.86,34,10,1,45,97.14,19,11,14,44,57.58,20,8,19,47,51.28
15760,26,10,6,42,81.25,22,14,6,42,78.57,10,10,25,45,28.57,31,11,2,44,93.94,16,8,23,47,41.03
15761,23,10,9,42,71.88,21,14,7,42,75.0,6,10,29,45,17.14,17,11,16,44,51.52,33,8,6,47,84.62
15762,7,10,25,42,21.88,10,14,18,42,35.71,27,10,8,45,77.14,20,11,13,44,60.61,18,8,21,47,46.15
15763,26,10,6,42,81.25,23,14,5,42,82.14,17,10,18,45,48.57,19,11,14,44,57.58,32,8,7,47,82.05
15764,19,10,13,42,59.38,24,14,4,42,85.71,19,10,16,45,54.29,13,11,20,44,39.39,23,8,16,47,58.97
15765,18,10,14,42,56.25,19,14,9,42,67.86,19,10,16,45,54.29,14,11,19,44,42.42,25,8,14,47,64.1
15766,7,10,25,42,21.88,10,14,18,42,35.71,20,10,15,45,57.14,8,11,25,44,24.24,6,8,33,47,15.38
15767,14,10,18,42,43.75,15,14,13,42,53.57,11,10,24,45,31.43,32,11,1,44,96.97,35,8,4,47,89.74
15768,30,10,2,42,93.75,17,14,11,42,60.71,13,10,22,45,37.14,8,11,25,44,24.24,34,8,5,47,87.18
15769,22,10,10,42,68.75,16,14,12,42,57.14,19,10,16,45,54.29,28,11,5,44,84.85,9,8,30,47,23.08
