reg_id,em3 present,em3 notupdated,em3 absent,em3 total,em3 per,dsa present,dsa notupdated,dsa absent,dsa total,dsa per,se present,se notupdated,se absent,se total,se per,ppl present,ppl notupdated,ppl absent,ppl total,ppl per,mp present,mp notupdated,mp absent,mp total,mp per
12482,15,9,19,43,44.12,19,12,10,41,65.52,21,8,15,44,58.33,15,10,18,43,45.45,23,10,9,42,71.88
12483,13,9,21,43,38.24,23,12,6,41,79.31,21,8,15,44,58.33,10,10,23,43,30.3,20,10,12,42,62.5
12484,6,9,28,43,17.65,19,12,10,41,65.52,18,8,18,44,50.0,26,10,7,43,78.79,15,10,17,42,46.88
12485,5,9,29,43,14.71,11,12,18,41,37.93,9,8,27,44,25.0,5,10,28,43,15.15,18,10,14,42,56.25
12486,16,9,18,43,47.06,9,12,20,41,31.03,24,8,12,44,66.67,17,10,16,43,51.52,21,10,11,42,65.62
12487,33,9,1,43,97.06,16,12,13,41,55.17,5,8,31,44,13.89,16,10,17,43,48.48,22,10,10,42,68.75
12488,9,9,25,43,26.47,5,12,24,41,17.24,17,8,19,44,47.22,13,10,20,43,39.39,13,10,19,42,40.62
12489,25,9,9,43,73.53,15,12,14,41,51.72,9,8,27,44,25.0,25,10,8,43,75.76,30,10,2,42,93.75
12490,14,9,20,43,41.18,12,12,17,41,41.38,34,8,2,44,94.44,8,10,25,43,24.24,18,10,14,42,56.25
12491,21,9,13,43,61.76,16,12,13,41,55.17,14,8,22,44,38.89,15,10,18,43,45.45,21,10,11,42,65.62
12492,10,9,24,43,29.41,18,12,11,41,62.07,25,8,11,44,69.44,28,10,5,43,84.85,17,10,15,42,53.12
12493,23,9,11,43,67.65,25,12,4,41,86.21,19,8,17,44,52.78,30,10,3,43,90.91,22,10,10,42,68.75
12494,26,9,8,43,76.47,15,12,14,41,51.72,12,8,24,44,33.33,32,10,1,43,96.97,14,10,18,42,43.75
12495,16,9,18,43,47.06,14,12,15,41,48.28,12,8,24,44,33.33,15,10,18,43,45.45,16,10,16,42,50.0
12496,8,9,26,43,23.53,18,12,11,41,62.07,18,8,18,44,50.0,12,10,21,43,36.36,30,10,2,42,93.75
12497,20,9,14,43,58.82,22,12,7,41,75.86,7,8,29,44,19.44,25,10,8,43,75.76,8,10,24,42,25.0
12498,26,9,8,43,76.47,13,12,16,41,44.83,20,8,16,44,55.56,15,10,18,43,45.45,9,10,23,42,28.12
12499,6,9,28,43,17.65,20,12,9,41,68.97,34,8,2,44,94.44,27,10,6,43,81.82,9,10,23,42,28.12
12500,14,9,20,43,41.18,28,12,1,41,96.55,21,8,15,44,58.33,24,10,9,43,72.73,31,10,1,42,96.88
12501,16,9,18,43,47.06,17,12,12,41,58.62,29,8,7,44,80.56,22,10,11,43,66.67,23,10,9,42,71.88
12502,26,9,8,43,76.47,27,12,2,41,93.1,15,8,21,44,41.67,13,10,20,43,39.39,13,10,19,42,40.62
12503,5,9,29,43,14.71,17,12,12,41,58.62,20,8,16,44,55.56,13,10,20,43,39.39,28,10,4,42,87.5
12504,15,9,19,43,44.12,17,12,12,41,58.62,23,8,13,44,63.89,18,10,15,43,54.55,16,10,16,42,50.0
12505,30,9,4,43,88.24,6,12,23,41,20.69,33,8,3,44,91.67,31,10,2,43,93.94,10,10,22,42,31.25
12506,25,9,9,43,73.53,19,12,10,41,65.52,20,8,16,44,55.56,18,10,15,43,54.55,22,10,10,42,68.75
12507,30,9,4,43,88.24,19,12,10,41,65.52,25,8,11,44,69.44,26,10,7,43,78.79,24,10,8,42,75.0
12508,27,9,7,43,79.41,5,12,24,41,17.24,33,8,3,44,91.67,12,10,21,43,36.36,20,10,12,42,62.5
12509,18,9,16,43,52.94,23,12,6,41,79.31,18,8,18,44,50.0,24,10,9,43,72.73,12,10,20,42,37.5
12510,23,9,11,43,67.65,18,12,11,41,62.07,6,8,30,44,16.67,8,10,25,43,24.24,28,10,4,42,87.5
12511,18,9,16,43,52.94,25,12,4,41,86.21,19,8,17,44,52.78,6,10,27,43,18.18,15,10,17,42,46.88
12512,24,9,10,43,70.59,17,12,12,41,58.62,18,8,18,44,50.0,31,10,2,43,93.94,17,10,15,42,53.12
12513,21,9,13,43,61.76,25,12,4,41,86.21,17,8,19,44,47.22,21,10,12,43,63.64,25,10,7,42,78.12
12514,30,9,4,43,88.24,10,12,19,41,34.48,29,8,7,44,80.56,19,10,14,43,57.58,5,10,27,42,15.62
12515,33,9,1,43,97.06,7,12,22,41,24.14,12,8,24,44,33.33,24,10,9,43,72.73,10,10,22,42,31.25
12516,28,9,6,43,82.35,5,12,24,41,17.24,10,8,26,44,27.78,15,10,18,43,45.45,22,10,10,42,68.75
12517,21,9,13,43,61.76,25,12,4,41,86.21,9,8,27,44,25.0,5,10,28,43,15.15,5,10,27,42,15.62
12518,16,9,18,43,47.06,8,12,21,41,27.59,18,8,18,44,50.0,22,10,11,43,66.67,24,10,8,42,75.0
12519,29,9,5,43,85.29,8,12,21,41,27.59,24,8,12,44,66.67,13,10,20,43,39.39,25,10,7,42,78.12
12520,31,9,3,43,91.18,14,12,15,41,48.28,25,8,11,44,69.44,21,10,12,43,63.64,16,10,16,42,50.0
12521,32,9,2,43,94.12,17,12,12,41,58.62,19,8,17,44,52.78,23,10,10,43,69.7,7,10,25,42,21.88
12522,10,9,24,43,29.41,18,12,11,41,62.07,16,8,20,44,44.44,9,10,24,43,27.27,14,10,18,42,43.75
12523,31,9,3,43,91.18,15,12,14,41,51.72,15,8,21,44,41.67,21,10,12,43,63.64,27,10,5,42,84.38
12524,9,9,25,43,26.47,12,12,17,41,41.38,18,8,18,44,50.0,11,10,22,43,33.33,26,10,6,42,81.25
12525,18,9,16,43,52.94,9,12,20,41,31.03,13,8,23,44,36.11,13,10,20,43,39.39,15,10,17,42,46.88
12526,29,9,5,43,85.29,11,12,18,41,37.93,32,8,4,44,88.89,27,10,6,43,81.82,21,10,11,42,65.62
12527,17,9,17,43,50.0,12,12,17,41,41.38,8,8,28,44,22.22,28,10,5,43,84.85,15,10,17,42,46.88
12528,25,9,9,43,73.53,14,12,15,41,48.28,24,8,12,44,66.67,32,10,1,43,96.97,7,10,25,42,21.88
12529,19,9,15,43,55.88,9,12,20,41,31.03,16,8,20,44,44.44,11,10,22,43,33.33,21,10,11,42,65.62
12530,17,9,17,43,50.0,15,12,14,41,51.72,5,8,31,44,13.89,21,10,12,43,63.64,20,10,12,42,62.5
12531,21,9,13,43,61.76,15,12,14,41,51.72,29,8,7,44,80.56,30,10,3,43,90.91,12,10,20,42,37.5
12532,9,9,25,43,26.47,21,12,8,41,72.41,5,8,31,44,13.89,30,10,3,43,90.91,13,10,19,42,40.62
12533,30,9,4,43,88.24,11,12,18,41,37.93,16,8,20,44,44.44,26,10,7,43,78.79,24,10,8,42,75.0
12534,22,9,12,43,64.71,17,12,12,41,58.62,33,8,3,44,91.67,15,10,18,43,45.45,21,10,11,42,65.62
12535,30,9,4,43,88.24,5,12,24,41,17.24,31,8,5,44,86.11,27,10,6,43,81.82,27,10,5,42,84.38
12536,15,9,19,43,44.12,20,12,9,41,68.97,28,8,8,44,77.78,24,10,9,43,72.73,30,10,2,42,93.75
12537,15,9,19,43,44.12,16,12,13,41,55.17,25,8,11,44,69.44,14,10,19,43,42.42,20,10,12,42,62.5
12538,26,9,8,43,76.47,16,12,13,41,55.17,13,8,23,44,36.11,9,10,24,43,27.27,18,10,14,42,56.25
12539,31,9,3,43,91.18,15,12,14,41,51.72,19,8,17,44,52.78,28,10,5,43,84.85,24,10,8,42,75.0
12540,8,9,26,43,23.53,21,12,8,41,72.41,13,8,23,44,36.11,26,10,7,43,78.79,29,10,3,42,90.62
12541,15,9,19,43,44.12,28,12,1,41,96.55,10,8,26,44,27.78,16,10,17,43,48.48,5,10,27,42,15.62
12542,15,9,19,43,44.12,21,12,8,41,72.41,13,8,23,44,36.11,23,10,10,43,69.7,22,10,10,42,68.75
12543,22,9,12,43,64.71,17,12,12,41,58.62,27,8,9,44,75.0,5,10,28,43,15.15,21,10,11,42,65.62
12544,17,9,17,43,50.0,8,12,21,41,27.59,32,8,4,44,88.89,32,10,1,43,96.97,20,10,12,42,62.5
12545,33,9,1,43,97.06,5,12,24,41,17.24,7,8,29,44,19.44,8,10,25,43,24.24,30,10,2,42,93.75
12546,6,9,28,43,17.65,28,12,1,41,96.55,11,8,25,44,30.56,8,10,25,43,24.24,20,10,12,42,62.5
12547,15,9,19,43,44.12,16,12,13,41,55.17,34,8,2,44,94.44,5,10,28,43,15.15,20,10,12,42,62.5
12548,6,9,28,43,17.65,13,12,16,41,44.83,18,8,18,44,50.0,17,10,16,43,51.52,16,10,16,42,50.0
12549,18,9,16,43,52.94,15,12,14,41,51.72,24,8,12,44,66.67,6,10,27,43,18.18,17,10,15,42,53.12
12550,5,9,29,43,14.71,16,12,13,41,55.17,21,8,15,44,58.33,9,10,24,43,27.27,25,10,7,42,78.12
12551,12,9,22,43,35.29,21,12,8,41,72.41,29,8,7,44,80.56,14,10,19,43,42.42,15,10,17,42,46.88
12552,17,9,17,43,50.0,5,12,24,41,17.24,6,8,30,44,16.67,25,10,8,43,75.76,15,10,17,42,46.88
12553,29,9,5,43,85.29,19,12,10,41,65.52,12,8,24,44,33.33,18,10,15,43,54.55,21,10,11,42,65.62
12554,25,9,9,43,73.53,11,12,18,41,37.93,24,8,12,44,66.67,23,10,10,43,69.7,18,10,14,42,56.25
12555,27,9,7,43,79.41,15,12,14,41,51.72,19,8,17,44,52.78,9,10,24,43,27.27,11,10,21,42,34.38
12556,20,9,14,43,58.82,18,12,11,41,62.07,12,8,24,44,33.33,23,10,10,43,69.7,24,10,8,42,75.0
12557,30,9,4,43,88.24,26,12,3,41,89.66,15,8,21,44,41.67,22,10,11,43,66.67,19,10,13,42,59.38
12558,10,9,24,43,29.41,12,12,17,41,41.38,31,8,5,44,86.11,23,10,10,43,69.7,24,10,8,42,75.0
12559,19,9,15,43,55.88,14,12,15,41,48.28,5,8,31,44,13.89,17,10,16,43,51.52,11,10,21,42,34.38
12560,7,9,27,43,20.59,9,12,20,41,31.03,33,8,3,44,91.67,30,10,3,43,90.91,8,10,24,42,25.0
12561,16,9,18,43,47.06,28,12,1,41,96.55,22,8,14,44,61.11,7,10,26,43,21.21,28,10,4,42,87.5
12562,25,9,9,43,73.53,16,12,13,41,55.17,13,8,23,44,36.11,23,10,10,43,69.7,25,10,7,42,78.12
12563,31,9,3,43,91.18,22,12,7,41,75.86,27,8,9,44,75.0,20,10,13,43,60.61,24,10,8,42,75.0
12564,27,9,7,43,79.41,18,12,11,41,62.07,23,8,13,44,63.89,17,10,16,43,51.52,27,10,5,42,84.38
12565,19,9,15,43,55.88,5,12,24,41,17.24,35,8,1,44,97.22,27,10,6,43,81.82,20,10,12,42,62.5
12566,28,9,6,43,82.35,16,12,13,41,55.17,10,8,26,44,27.78,23,10,10,43,69.7,6,10,26,42,18.75
12567,24,9,10,43,70.59,13,12,16,41,44.83,21,8,15,44,58.33,15,10,18,43,45.45,16,10,16,42,50.0
12568,16,9,18,43,47.06,19,12,10,41,65.52,18,8,18,44,50.0,30,10,3,43,90.91,15,10,17,42,46.88
12569,18,9,16,43,52.94,23,12,6,41,79.31,33,8,3,44,91.67,5,10,28,43,15.15,18,10,14,42,56.25
12570,12,9,22,43,35.29,17,12,12,41,58.62,18,8,18,44,50.0,22,10,11,43,66.67,19,10,13,42,59.38
12571,32,9,2,43,94.12,22,12,7,41,75.86,19,8,17,44,52.78,21,10,12,43,63.64,11,10,21,42,34.38
12572,22,9,12,43,64.71,22,12,7,41,75.86,18,8,18,44,50.0,16,10,17,43,48.48,20,10,12,42,62.5
12573,20,9,14,43,58.82,26,12,3,41,89.66,18,8,18,44,50.0,6,10,27,43,18.18,27,10,5,42,84.38
12574,30,9,4,43,88.24,18,12,11,41,62.07,5,8,31,44,13.89,21,10,12,43,63.64,19,10,13,42,59.38
12575,19,9,15,43,55.88,21,12,8,41,72.41,23,8,13,44,63.89,17,10,16,43,51.52,25,10,7,42,78.12
12576,33,9,1,43,97.06,24,12,5,41,82.76,21,8,15,44,58.33,23,10,10,43,69.7,10,10,22,42,31.25
12577,14,9,20,43,41.18,9,12,20,41,31.03,16,8,20,44,44.44,24,10,9,43,72.73,5,10,27,42,15.62
12578,12,9,22,43,35.29,26,12,3,41,89.66,26,8,10,44,72.22,30,10,3,43,90.91,31,10,1,42,96.88
12579,33,9,1,43,97.06,15,12,14,41,51.72,20,8,16,44,55.56,17,10,16,43,51.52,13,10,19,42,40.62
12580,20,9,14,43,58.82,11,12,18,41,37.93,17,8,19,44,47.22,13,10,20,43,39.39,17,10,15,42,53.12
12581,13,9,21,43,38.24,23,12,6,41,79.31,11,8,25,44,30.56,10,10,23,43,30.3,31,10,1,42,96.88
12582,18,9,16,43,52.94,7,12,22,41,24.14,15,8,21,44,41.67,12,10,21,43,36.36,23,10,9,42,71.88
12583,21,9,13,43,61.76,6,12,23,41,20.69,33,8,3,44,91.67,29,10,4,43,87.88,9,10,23,42,28.12
12584,5,9,29,43,14.71,12,12,17,41,41.38,27,8,9,44,75.0,17,10,16,43,51.52,15,10,17,42,46.88
12585,22,9,12,43,64.71,18,12,11,41,62.07,29,8,7,44,80.56,15,10,18,43,45.45,7,10,25,42,21.88
12586,9,9,25,43,26.47,11,12,18,41,37.93,33,8,3,44,91.67,17,10,16,43,51.52,12,10,20,42,37.5
12587,9,9,25,43,26.47,13,12,16,41,44.83,18,8,18,44,50.0,31,10,2,43,93.94,7,10,25,42,21.88
12588,17,9,17,43,50.0,21,12,8,41,72.41,15,8,21,44,41.67,8,10,25,43,24.24,22,10,10,42,68.75
12589,21,9,13,43,61.76,25,12,4,41,86.21,34,8,2,44,94.44,19,10,14,43,57.58,24,10,8,42,75.0
12590,16,9,18,43,47.06,12,12,17,41,41.38,26,8,10,44,72.22,31,10,2,43,93.94,27,10,5,42,84.38
12591,5,9,29,43,14.71,7,12,22,41,24.14,29,8,7,44,80.56,31,10,2,43,93.94,18,10,14,42,56.25
12592,25,9,9,43,73.53,12,12,17,41,41.38,20,8,16,44,55.56,24,10,9,43,72.73,21,10,11,42,65.62
12593,5,9,29,43,14.71,5,12,24,41,17.24,24,8,12,44,66.67,19,10,14,43,57.58,11,10,21,42,34.38
12594,18,9,16,43,52.94,23,12,6,41,79.31,30,8,6,44,83.33,24,10,9,43,72.73,6,10,26,42,18.75
12595,13,9,21,43,38.24,15,12,14,41,51.72,25,8,11,44,69.44,19,10,14,43,57.58,25,10,7,42,78.12
12596,25,9,9,43,73.53,19,12,10,41,65.52,33,8,3,44,91.67,17,10,16,43,51.52,8,10,24,42,25.0
12597,12,9,22,43,35.29,5,12,24,41,17.24,19,8,17,44,52.78,22,10,11,43,66.67,19,10,13,42,59.38
12598,30,9,4,43,88.24,16,12,13,41,55.17,27,8,9,44,75.0,22,10,11,43,66.67,8,10,24,42,25.0
12599,24,9,10,43,70.59,6,12,23,41,20.69,31,8,5,44,86.11,9,10,24,43,27.27,8,10,24,42,25.0
12600,17,9,17,43,50.0,16,12,13,41,55.17,20,8,16,44,55.56,16,10,17,43,48.48,18,10,14,42,56.25
12601,9,9,25,43,26.47,11,12,18,41,37.93,20,8,16,44,55.56,10,10,23,43,30.3,7,10,25,42,21.88
12602,19,9,15,43,55.88,7,12,22,41,24.14,7,8,29,44,19.44,30,10,3,43,90.91,17,10,15,42,53.12
12603,29,9,5,43,85.29,20,12,9,41,68.97,15,8,21,44,41.67,17,10,16,43,51.52,16,10,16,42,50.0
12604,12,9,22,43,35.29,20,12,9,41,68.97,29,8,7,44,80.56,13,10,20,43,39.39,13,10,19,42,40.62
12605,10,9,24,43,29.41,15,12,14,41,51.72,24,8,12,44,66.67,12,10,21,43,36.36,11,10,21,42,34.38
12606,10,9,24,43,29.41,19,12,10,41,65.52,21,8,15,44,58.33,6,10,27,43,18.18,26,10,6,42,81.25
12607,29,9,5,43,85.29,28,12,1,41,96.55,22,8,14,44,61.11,31,10,2,43,93.94,24,10,8,42,75.0
12608,12,9,22,43,35.29,19,12,10,41,65.52,9,8,27,44,25.0,17,10,16,43,51.52,24,10,8,42,75.0
12609,17,9,17,43,50.0,17,12,12,41,58.62,21,8,15,44,58.33,17,10,16,43,51.52,20,10,12,42,62.5
12610,12,9,22,43,35.29,5,12,24,41,17.24,21,8,15,44,58.33,5,10,28,43,15.15,17,10,15,42,53.12
12611,18,9,16,43,52.94,21,12,8,41,72.41,20,8,16,44,55.56,13,10,20,43,39.39,27,10,5,42,84.38
12612,29,9,5,43,85.29,19,12,10,41,65.52,20,8,16,44,55.56,27,10,6,43,81.82,16,10,16,42,50.0
12613,25,9,9,43,73.53,16,12,13,41,55.17,20,8,16,44,55.56,10,10,23,43,30.3,9,10,23,42,28.12
12614,29,9,5,43,85.29,15,12,14,41,51.72,22,8,14,44,61.11,27,10,6,43,81.82,29,10,3,42,90.62
12615,15,9,19,43,44.12,25,12,4,41,86.21,29,8,7,44,80.56,7,10,26,43,21.21,26,10,6,42,81.25
12616,32,9,2,43,94.12,20,12,9,41,68.97,26,8,10,44,72.22,8,10,25,43,24.24,19,10,13,42,59.38
12617,6,9,28,43,17.65,21,12,8,41,72.41,33,8,3,44,91.67,18,10,15,43,54.55,18,10,14,42,56.25
12618,6,9,28,43,17.65,21,12,8,41,72.41,34,8,2,44,94.44,20,10,13,43,60.61,29,10,3,42,90.62
12619,33,9,1,43,97.06,5,12,24,41,17.24,20,8,16,44,55.56,6,10,27,43,18.18,31,10,1,42,96.88
12620,12,9,22,43,35.29,26,12,3,41,89.66,6,8,30,44,16.67,14,10,19,43,42.42,25,10,7,42,78.12
12621,33,9,1,43,97.06,28,12,1,41,96.55,19,8,17,44,52.78,6,10,27,43,18.18,8,10,24,42,25.0
12622,29,9,5,43,85.29,20,12,9,41,68.97,32,8,4,44,88.89,18,10,15,43,54.55,16,10,16,42,50.0
12623,30,9,4,43,88.24,19,12,10,41,65.52,28,8,8,44,77.78,30,10,3,43,90.91,17,10,15,42,53.12
12624,33,9,1,43,97.06,5,12,24,41,17.24,28,8,8,44,77.78,17,10,16,43,51.52,21,10,11,42,65.62
12625,10,9,24,43,29.41,8,12,21,41,27.59,25,8,11,44,69.44,5,10,28,43,15.15,27,10,5,42,84.38
12626,10,9,24,43,29.41,15,12,14,41,51.72,21,8,15,44,58.33,11,10,22,43,33.33,16,10,16,42,50.0
12627,21,9,13,43,61.76,24,12,5,41,82.76,19,8,17,44,52.78,26,10,7,43,78.79,21,10,11,42,65.62
12628,16,9,18,43,47.06,14,12,15,41,48.28,23,8,13,44,63.89,12,10,21,43,36.36,23,10,9,42,71.88
12629,16,9,18,43,47.06,11,12,18,41,37.93,16,8,20,44,44.44,7,10,26,43,21.21,15,10,17,42,46.88
12630,33,9,1,43,97.06,16,12,13,41,55.17,17,8,19,44,47.22,27,10,6,43,81.82,8,10,24,42,25.0
12631,16,9,18,43,47.06,20,12,9,41,68.97,29,8,7,44,80.56,19,10,14,43,57.58,8,10,24,42,25.0
12632,26,9,8,43,76.47,15,12,14,41,51.72,11,8,25,44,30.56,26,10,7,43,78.79,21,10,11,42,65.62
12633,18,9,16,43,52.94,6,12,23,41,20.69,16,8,20,44,44.44,28,10,5,43,84.85,18,10,14,42,56.25
12634,30,9,4,43,88.24,22,12,7,41,75.86,20,8,16,44,55.56,11,10,22,43,33.33,29,10,3,42,90.62
12635,13,9,21,43,38.24,14,12,15,41,48.28,6,8,30,44,16.67,18,10,15,43,54.55,30,10,2,42,93.75
12636,24,9,10,43,70.59,9,12,20,41,31.03,21,8,15,44,58.33,31,10,2,43,93.94,21,10,11,42,65.62
12637,24,9,10,43,70.59,18,12,11,41,62.07,11,8,25,44,30.56,29,10,4,43,87.88,19,10,13,42,59.38
12638,23,9,11,43,67.65,9,12,20,41,31.03,7,8,29,44,19.44,26,10,7,43,78.79,20,10,12,42,62.5
12639,29,9,5,43,85.29,28,12,1,41,96.55,15,8,21,44,41.67,9,10,24,43,27.27,16,10,16,42,50.0
12640,32,9,2,43,94.12,16,12,13,41,55.17,7,8,29,44,19.44,11,10,22,43,33.33,6,10,26,42,18.75
12641,31,9,3,43,91.18,19,12,10,41,65.52,17,8,19,44,47.22,14,10,19,43,42.42,5,10,27,42,15.62
12642,15,9,19,43,44.12,18,12,11,41,62.07,33,8,3,44,91.67,23,10,10,43,69.7,13,10,19,42,40.62
12643,33,9,1,43,97.06,27,12,2,41,93.1,17,8,19,44,47.22,30,10,3,43,90.91,11,10,21,42,34.38
12644,19,9,15,43,55.88,6,12,23,41,20.69,15,8,21,44,41.67,14,10,19,43,42.42,9,10,23,42,28.12
12645,19,9,15,43,55.88,18,12,11,41,62.07,27,8,9,44,75.0,7,10,26,43,21.21,10,10,22,42,31.25
12646,27,9,7,43,79.41,7,12,22,41,24.14,33,8,3,44,91.67,9,10,24,43,27.27,7,10,25,42,21.88
12647,11,9,23,43,32.35,28,12,1,41,96.55,14,8,22,44,38.89,29,10,4,43,87.88,22,10,10,42,68.75
12648,11,9,23,43,32.35,23,12,6,41,79.31,15,8,21,44,41.67,8,10,25,43,24.24,30,10,2,42,93.75
12649,19,9,15,43,55.88,9,12,20,41,31.03,14,8,22,44,38.89,24,10,9,43,72.73,20,10,12,42,62.5
12650,6,9,28,43,17.65,15,12,14,41,51.72,8,8,28,44,22.22,27,10,6,43,81.82,18,10,14,42,56.25
12651,32,9,2,43,94.12,7,12,22,41,24.14,7,8,29,44,19.44,23,10,10,43,69.7,20,10,12,42,62.5
12652,32,9,2,43,94.12,6,12,23,41,20.69,15,8,21,44,41.67,18,10,15,43,54.55,29,10,3,42,90.62
12653,26,9,8,43,76.47,9,12,20,41,31.03,18,8,18,44,50.0,16,10,17,43,48.48,26,10,6,42,81.25
12654,26,9,8,43,76.47,16,12,13,41,55.17,9,8,27,44,25.0,23,10,10,43,69.7,26,10,6,42,81.25
12655,19,9,15,43,55.88,10,12,19,41,34.48,13,8,23,44,36.11,12,10,21,43,36.36,27,10,5,42,84.38
12656,31,9,3,43,91.18,18,12,11,41,62.07,16,8,20,44,44.44,28,10,5,43,84.85,6,10,26,42,18.75
12657,19,9,15,43,55.88,24,12,5,41,82.76,17,8,19,44,47.22,18,10,15,43,54.55,20,10,12,42,62.5
12658,9,9,25,43,26.47,12,12,17,41,41.38,23,8,13,44,63.89,10,10,23,43,30.3,12,10,20,42,37.5
12659,14,9,20,43,41.18,27,12,2,41,93.1,6,8,30,44,16.67,15,10,18,43,45.45,14,10,18,42,43.75
12660,7,9,27,43,20.59,18,12,11,41,62.07,18,8,18,44,50.0,20,10,13,43,60.61,11,10,21,42,34.38
12661,23,9,11,43,67.65,7,12,22,41,24.14,33,8,3,44,91.67,27,10,6,43,81.82,7,10,25,42,21.88
12662,17,9,17,43,50.0,27,12,2,41,93.1,16,8,20,44,44.44,18,10,15,43,54.55,27,10,5,42,84.38
12663,32,9,2,43,94.12,16,12,13,41,55.17,23,8,13,44,63.89,12,10,21,43,36.36,29,10,3,42,90.62
12664,15,9,19,43,44.12,6,12,23,41,20.69,14,8,22,44,38.89,15,10,18,43,45.45,11,10,21,42,34.38
12665,25,9,9,43,73.53,23,12,6,41,79.31,22,8,14,44,61.11,20,10,13,43,60.61,19,10,13,42,59.38
12666,5,9,29,43,14.71,22,12,7,41,75.86,22,8,14,44,61.11,13,10,20,43,39.39,24,10,8,42,75.0
12667,18,9,16,43,52.94,14,12,15,41,48.28,18,8,18,44,50.0,8,10,25,43,24.24,12,10,20,42,37.5
12668,18,9,16,43,52.94,26,12,3,41,89.66,26,8,10,44,72.22,22,10,11,43,66.67,25,10,7,42,78.12
12669,22,9,12,43,64.71,20,12,9,41,68.97,21,8,15,44,58.33,15,10,18,43,45.45,18,10,14,42,56.25
12670,30,9,4,43,88.24,5,12,24,41,17.24,19,8,17,44,52.78,9,10,24,43,27.27,19,10,13,42,59.38
12671,22,9,12,43,64.71,27,12,2,41,93.1,20,8,16,44,55.56,5,10,28,43,15.15,6,10,26,42,18.75
12672,16,9,18,43,47.06,25,12,4,41,86.21,23,8,13,44,63.89,12,10,21,43,36.36,16,10,16,42,50.0
12673,10,9,24,43,29.41,23,12,6,41,79.31,15,8,21,44,41.67,17,10,16,43,51.52,27,10,5,42,84.38
12674,22,9,12,43,64.71,23,12,6,41,79.31,9,8,27,44,25.0,18,10,15,43,54.55,5,10,27,42,15.62
12675,22,9,12,43,64.71,28,12,1,41,96.55,13,8,23,44,36.11,5,10,28,43,15.15,14,10,18,42,43.75
12676,8,9,26,43,23.53,11,12,18,41,37.93,33,8,3,44,91.67,31,10,2,43,93.94,17,10,15,42,53.12
12677,14,9,20,43,41.18,20,12,9,41,68.97,14,8,22,44,38.89,7,10,26,43,21.21,20,10,12,42,62.5
12678,17,9,17,43,50.0,8,12,21,41,27.59,11,8,25,44,30.56,18,10,15,43,54.55,17,10,15,42,53.12
12679,20,9,14,43,58.82,21,12,8,41,72.41,20,8,16,44,55.56,32,10,1,43,96.97,22,10,10,42,68.75
12680,9,9,25,43,26.47,27,12,2,41,93.1,11,8,25,44,30.56,15,10,18,43,45.45,28,10,4,42,87.5
12681,23,9,11,43,67.65,28,12,1,41,96.55,30,8,6,44,83.33,5,10,28,43,15.15,20,10,12,42,62.5
12682,28,9,6,43,82.35,20,12,9,41,68.97,14,8,22,44,38.89,20,10,13,43,60.61,11,10,21,42,34.38
12683,10,9,24,43,29.41,19,12,10,41,65.52,27,8,9,44,75.0,17,10,16,43,51.52,18,10,14,42,56.25
12684,27,9,7,43,79.41,8,12,21,41,27.59,23,8,13,44,63.89,5,10,28,43,15.15,29,10,3,42,90.62
12685,25,9,9,43,73.53,9,12,20,41,31.03,29,8,7,44,80.56,31,10,2,43,93.94,11,10,21,42,34.38
12686,27,9,7,43,79.41,8,12,21,41,27.59,22,8,14,44,61.11,7,10,26,43,21.21,8,10,24,42,25.0
12687,22,9,12,43,64.71,16,12,13,41,55.17,19,8,17,44,52.78,17,10,16,43,51.52,30,10,2,42,93.75
12688,25,9,9,43,73.53,15,12,14,41,51.72,32,8,4,44,88.89,18,10,15,43,54.55,31,10,1,42,96.88
12689,18,9,16,43,52.94,27,12,2,41,93.1,33,8,3,44,91.67,29,10,4,43,87.88,21,10,11,42,65.62
12690,29,9,5,43,85.29,15,12,14,41,51.72,35,8,1,44,97.22,6,10,27,43,18.18,12,10,20,42,37.5
12691,12,9,22,43,35.29,18,12,11,41,62.07,11,8,25,44,30.56,15,10,18,43,45.45,14,10,18,42,43.75
12692,18,9,16,43,52.94,17,12,12,41,58.62,25,8,11,44,69.44,10,10,23,43,30.3,22,10,10,42,68.75
12693,26,9,8,43,76.47,28,12,1,41,96.55,15,8,21,44,41.67,8,10,25,43,24.24,24,10,8,42,75.0
12694,30,9,4,43,88.24,25,12,4,41,86.21,19,8,17,44,52.78,20,10,13,43,60.61,23,10,9,42,71.88
12695,14,9,20,43,41.18,18,12,11,41,62.07,18,8,18,44,50.0,11,10,22,43,33.33,6,10,26,42,18.75
12696,19,9,15,43,55.88,9,12,20,41,31.03,18,8,18,44,50.0,27,10,6,43,81.82,22,10,10,42,68.75
12697,32,9,2,43,94.12,17,12,12,41,58.62,22,8,14,44,61.11,7,10,26,43,21.21,11,10,21,42,34.38
12698,17,9,17,43,50.0,19,12,10,41,65.52,7,8,29,44,19.44,23,10,10,43,69.7,19,10,13,42,59.38
12699,21,9,13,43,61.76,17,12,12,41,58.62,20,8,16,44,55.56,31,10,2,43,93.94,21,10,11,42,65.62
12700,23,9,11,43,67.65,13,12,16,41,44.83,23,8,13,44,63.89,15,10,18,43,45.45,31,10,1,42,96.88
12701,26,9,8,43,76.47,8,12,21,41,27.59,18,8,18,44,50.0,26,10,7,43,78.79,19,10,13,42,59.38
